Cod CIM,Denumire comerciala,DCI,Forma farmaceutica,Concentratie,Firma / tara producatoare APP,Firma / tara detinatoare APP,Cod ATC,Actiune terapeutica,Prescriptie,Nr / data ambalaj APP,Ambalaj,Volum ambalaj,Valabilitate ambalaj,Bulina,Diez,Stea,Triunghi,Dreptunghi,Data actualizare
W67505003,ROZETIN 10 mg/10 mg,COMBINATII (ROSUVASTATINUM+EZETIMIBUM),COMPR. FILM.,10mg/10mg,ELPEN PHARMACEUTICAL CO. INC - GRECIA,ZENTIVA K.S. - REPUBLICA CEHA,C10BA06,"AGENTI MODIFICATORI AI LIPIDELOR, COMBINATII COMBINATII DE DIVERSI AGENTI MODIFICATORI AI LIPIDELOR",P6L,13804/2021/03,Cutie cu blistere din OPA-Al-PVC/Al x 30 comprimate filmate,,3 ani,,,,,,06.03.26
W67505004,ROZETIN 10 mg/10 mg,COMBINATII (ROSUVASTATINUM+EZETIMIBUM),COMPR. FILM.,10mg/10mg,ELPEN PHARMACEUTICAL CO. INC - GRECIA,ZENTIVA K.S. - REPUBLICA CEHA,C10BA06,"AGENTI MODIFICATORI AI LIPIDELOR, COMBINATII COMBINATII DE DIVERSI AGENTI MODIFICATORI AI LIPIDELOR",P6L,13804/2021/04,Cutie cu blistere din OPA-Al-PVC/Al x 60 comprimate filmate,,3 ani,,,,,,06.03.26
W67505005,ROZETIN 10 mg/10 mg,COMBINATII (ROSUVASTATINUM+EZETIMIBUM),COMPR. FILM.,10mg/10mg,ELPEN PHARMACEUTICAL CO. INC - GRECIA,ZENTIVA K.S. - REPUBLICA CEHA,C10BA06,"AGENTI MODIFICATORI AI LIPIDELOR, COMBINATII COMBINATII DE DIVERSI AGENTI MODIFICATORI AI LIPIDELOR",P6L,13804/2021/05,Cutie cu blistere din OPA-Al-PVC/Al x 100 comprimate filmate,,3 ani,,,,,,06.03.26
W67505006,ROZETIN 10 mg/10 mg,COMBINATII (ROSUVASTATINUM+EZETIMIBUM),COMPR. FILM.,10mg/10mg,ELPEN PHARMACEUTICAL CO. INC - GRECIA,ZENTIVA K.S. - REPUBLICA CEHA,C10BA06,"AGENTI MODIFICATORI AI LIPIDELOR, COMBINATII COMBINATII DE DIVERSI AGENTI MODIFICATORI AI LIPIDELOR",P6L,13804/2021/06,Cutie cu blistere din OPA-Al-PVC/Al x 90 comprimate filmate,,3 ani,,,,,,06.03.26
W67506001,ROZETIN 20 mg/10 mg,COMBINATII (ROSUVASTATINUM+EZETIMIBUM),COMPR. FILM.,20mg/10mg,ELPEN PHARMACEUTICAL CO. INC - GRECIA,ZENTIVA K.S. - REPUBLICA CEHA,C10BA06,"AGENTI MODIFICATORI AI LIPIDELOR, COMBINATII COMBINATII DE DIVERSI AGENTI MODIFICATORI AI LIPIDELOR",P6L,13805/2021/01,Cutie cu blistere din OPA-Al-PVC/Al x 30 comprimate filmate,,3 ani,,,,,,06.03.26
W67506002,ROZETIN 20 mg/10 mg,COMBINATII (ROSUVASTATINUM+EZETIMIBUM),COMPR. FILM.,20mg/10mg,ELPEN PHARMACEUTICAL CO. INC - GRECIA,ZENTIVA K.S. - REPUBLICA CEHA,C10BA06,"AGENTI MODIFICATORI AI LIPIDELOR, COMBINATII COMBINATII DE DIVERSI AGENTI MODIFICATORI AI LIPIDELOR",P6L,13805/2021/02,Cutie cu blistere din OPA-Al-PVC/Al x 60 comprimate filmate,,3 ani,,,,,,06.03.26
W67506003,ROZETIN 20 mg/10 mg,COMBINATII (ROSUVASTATINUM+EZETIMIBUM),COMPR. FILM.,20mg/10mg,ELPEN PHARMACEUTICAL CO. INC - GRECIA,ZENTIVA K.S. - REPUBLICA CEHA,C10BA06,"AGENTI MODIFICATORI AI LIPIDELOR, COMBINATII COMBINATII DE DIVERSI AGENTI MODIFICATORI AI LIPIDELOR",P6L,13805/2021/03,Cutie cu blistere din OPA-Al-PVC/Al x 100 comprimate filmate,,3 ani,,,,,,06.03.26
W67506004,ROZETIN 20 mg/10 mg,COMBINATII (ROSUVASTATINUM+EZETIMIBUM),COMPR. FILM.,20mg/10mg,ELPEN PHARMACEUTICAL CO. INC - GRECIA,ZENTIVA K.S. - REPUBLICA CEHA,C10BA06,"AGENTI MODIFICATORI AI LIPIDELOR, COMBINATII COMBINATII DE DIVERSI AGENTI MODIFICATORI AI LIPIDELOR",P6L,13805/2021/04,Cutie cu blistere din OPA-Al-PVC/Al x 90 comprimate filmate,,3 ani,,,,,,06.03.26
W67507001,ROZETIN 40 mg/10 mg,COMBINATII (ROSUVASTATINUM+EZETIMIBUM),COMPR. FILM.,40mg/10mg,ELPEN PHARMACEUTICAL CO. INC - GRECIA,ZENTIVA K.S. - REPUBLICA CEHA,C10BA06,"AGENTI MODIFICATORI AI LIPIDELOR, COMBINATII COMBINATII DE DIVERSI AGENTI MODIFICATORI AI LIPIDELOR",P6L,13806/2021/01,Cutie cu blistere din OPA-Al-PVC/Al x 30 comprimate filmate,,3 ani,,,,,,06.03.26
W67507002,ROZETIN 40 mg/10 mg,COMBINATII (ROSUVASTATINUM+EZETIMIBUM),COMPR. FILM.,40mg/10mg,ELPEN PHARMACEUTICAL CO. INC - GRECIA,ZENTIVA K.S. - REPUBLICA CEHA,C10BA06,"AGENTI MODIFICATORI AI LIPIDELOR, COMBINATII COMBINATII DE DIVERSI AGENTI MODIFICATORI AI LIPIDELOR",P6L,13806/2021/02,Cutie cu blistere din OPA-Al-PVC/Al x 60 comprimate filmate,,3 ani,,,,,,06.03.26
W67507003,ROZETIN 40 mg/10 mg,COMBINATII (ROSUVASTATINUM+EZETIMIBUM),COMPR. FILM.,40mg/10mg,ELPEN PHARMACEUTICAL CO. INC - GRECIA,ZENTIVA K.S. - REPUBLICA CEHA,C10BA06,"AGENTI MODIFICATORI AI LIPIDELOR, COMBINATII COMBINATII DE DIVERSI AGENTI MODIFICATORI AI LIPIDELOR",P6L,13806/2021/03,Cutie cu blistere din OPA-Al-PVC/Al x 100 comprimate filmate,,3 ani,,,,,,06.03.26
W66908001,ROZLYTREK 100 mg,ENTRECTINIBUM,CAPS.,100mg,ROCHE FARMA AG - GERMANIA,ROCHE REGISTRATION GMBH - GERMANIA,L01EX14,INHIBITORI DE PROTEIN-KINAZA ALTI INHIBITORI DE PROTEIN-KINAZA,PR,1460/2020/01,Flac. din HDPE x 30 caps.,,2 ani,,,,X,,06.03.26
W66909001,ROZLYTREK 200 mg,ENTRECTINIBUM,CAPS.,200mg,ROCHE FARMA AG - GERMANIA,ROCHE REGISTRATION GMBH - GERMANIA,L01EX14,INHIBITORI DE PROTEIN-KINAZA ALTI INHIBITORI DE PROTEIN-KINAZA,PR,1460/2020/02,Flac. din HDPE x 90 caps.,,2 ani,,,,X,,06.03.26
W70425001,ROZLYTREK 50 mg,ENTRECTINIBUM,GRANULE FILMATE IN PLIC,50mg,ROCHE FARMA AG - GERMANIA,ROCHE REGISTRATION GMBH - GERMANIA,L01EX14,ALTE  ANTINEOPLAZICE ALTI INHIBITORI DE PROTEIN-KINAZA,PR,1460/2020/03,Cutie care contine 42 plicuri din PET/Alu/PE,,2 ani,,,,X,,06.03.26
W13904001,RUBIFEN 100 mg,KETOPROFENUM,COMPR. FILM.,100 mg,ANTIBIOTICE S.A. - ROMANIA,ANTIBIOTICE S.A. - ROMANIA,M01AE03,ANTIINFLAMATOARE SI ANTIREUMATICE NESTEROIDIENE DERIVATI DE ACID PROPIONIC,P6L,7719/2015/01,Cutie cu 2 blist. PVCAl x 10 compr. film.,,3 ani,,,,,,06.03.26
W68505001,RUKOBIA 600 mg,FOSTEMSAVIRUM,COMPR. CU ELIB. PREL.,600mg,GLAXO SMITH KLINE MANUFACTURING S.P.A. - ITALIA,VIIV HEALTHCARE BV - OLANDA,J05AX29,ANTIVIRALE CU ACTIUNE DIRECTA ALTE ANTIVIRALE,PR,1518/2021/01,Cutie cu 1 flacon din PEID x 60 comprimate cu eliberare prelungita,,3 ani,,,,X,,06.03.26
W68505002,RUKOBIA 600 mg,FOSTEMSAVIRUM,COMPR. CU ELIB. PREL.,600mg,GLAXO SMITH KLINE MANUFACTURING S.P.A. - ITALIA,VIIV HEALTHCARE BV - OLANDA,J05AX29,ANTIVIRALE CU ACTIUNE DIRECTA ALTE ANTIVIRALE,PR,1518/2021/02,Ambalaj multiplu x 180 (3 x 60) comprimate cu eliberare prelungita,,3 ani,,,,X,,06.03.26
W70049001,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/01,Cutie cu blist. OPA-PVC/Al x 10 compr. film.,,3 ani,,,,,,06.03.26
W70049002,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/02,Cutie cu blist. OPA-PVC/Al x 20 compr. film.,,3 ani,,,,,,06.03.26
W70049003,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/03,Cutie cu blist. OPA-PVC/Al x 28 compr. film.,,3 ani,,,,,,06.03.26
W70049004,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/04,Cutie cu blist. OPA-PVC/Al x 30 compr. film.,,3 ani,,,,,,06.03.26
W70049005,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/05,Cutie cu blist. OPA-PVC/Al x 42 compr. film.,,3 ani,,,,,,06.03.26
W70049006,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/06,Cutie cu blist. OPA-PVC/Al x 50 compr. film.,,3 ani,,,,,,06.03.26
W70049007,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/07,Cutie cu blist. OPA-PVC/Al x 98 compr. film.,,3 ani,,,,,,06.03.26
W70049008,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/08,Cutie cu blist. OPA-PVC/Al x 100 compr. film.,,3 ani,,,,,,06.03.26
W70049009,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/09,Cutie cu blist. perforate pt. eliberarea unei unitati dozate OPA-PVC/Al x 5x1 compr. film.,,3 ani,,,,,,06.03.26
W70049010,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/10,Cutie cu blist. perforate pt. eliberarea unei unitati dozate OPA-PVC/Al x 10x1 compr. film.,,3 ani,,,,,,06.03.26
W70049011,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/11,Cutie cu blist. perforate pt. eliberarea unei unitati dozate OPA-PVC/Al x 14x1 compr. film.,,3 ani,,,,,,06.03.26
W70049012,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/12,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 10 compr. film.,,3 ani,,,,,,06.03.26
W70049013,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/13,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 20 compr. film.,,3 ani,,,,,,06.03.26
W70049014,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/14,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 28 compr. film.,,3 ani,,,,,,06.03.26
W70049015,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/15,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 30 compr. film.,,3 ani,,,,,,06.03.26
W70049016,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/16,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 42 compr. film.,,3 ani,,,,,,06.03.26
W70049017,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/17,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 50 compr. film.,,3 ani,,,,,,06.03.26
W70049018,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/18,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 98 compr. film.,,3 ani,,,,,,06.03.26
W70049019,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/19,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 100 compr. film.,,3 ani,,,,,,06.03.26
W70049020,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/20,Cutie cu blist. cu folie transparenta perforate pt. eliberarea unei unitati dozate PVC-PVDC/Al x 5x1 compr. film.,,3 ani,,,,,,06.03.26
W70049021,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/21,Cutie cu blist. cu folie transparenta perforate pt. eliberarea unei unitati dozate PVC-PVDC/Al x 10x1 compr. film.,,3 ani,,,,,,06.03.26
W70049022,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/22,Cutie cu blist. cu folie transparenta perforate pt. eliberarea unei unitati dozate PVC-PVDC/Al x 14x1 compr. film.,,3 ani,,,,,,06.03.26
W70049023,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/23,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 10 compr. film.,,3 ani,,,,,,06.03.26
W70049024,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/24,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 20 compr. film.,,3 ani,,,,,,06.03.26
W70049025,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/25,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 28 compr. film.,,3 ani,,,,,,06.03.26
W70049026,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/26,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 30 compr. film.,,3 ani,,,,,,06.03.26
W70049027,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/27,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 42 compr. film.,,3 ani,,,,,,06.03.26
W70049028,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/28,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 50 compr. film.,,3 ani,,,,,,06.03.26
W70049029,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/29,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 98 compr. film.,,3 ani,,,,,,06.03.26
W70049030,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/30,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 100 compr. film.,,3 ani,,,,,,06.03.26
W70049031,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/31,Cutie cu blist. cu folie opaca perforate pt. eliberarea unei unitati dozate PVC-PVDC/Al x 5x1 compr. film.,,3 ani,,,,,,06.03.26
W70049032,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/32,Cutie cu blist. cu folie opaca perforate pt. eliberarea unei unitati dozate PVC-PVDC/Al x 10x1 compr. film.,,3 ani,,,,,,06.03.26
W70049033,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/33,Cutie cu blist. cu folie opaca perforate pt. eliberarea unei unitati dozate PVC-PVDC/Al x 14x1 compr. film.,,3 ani,,,,,,06.03.26
W70049034,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/34,Cutie cu 1 flac. PEID x 100 compr. film.,,3 ani,,,,,,06.03.26
W70049035,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/35,Cutie cu blist. transparente PVC-PVdC/Al x 5 compr. film.,,3 ani,,,,,,06.03.26
W70049036,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/36,"Cutie cu blist. transparente, perforate pt. eliberarea unei unitati dozate din PVC-PVdC/Al x 7x1  compr. film.",,3 ani,,,,,,06.03.26
W70049037,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/37,Cutie cu blist. opace PVC-PVdC/Al x 5 compr. film.,,3 ani,,,,,,06.03.26
W70049038,RUNAPLAX 10 mg,RIVAROXABANUM,COMPR. FILM.,10mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14750/2022/38,"Cutie cu blistere opace, perforate pentru eliberarea unei unitati dozate din PVC-PVdC/Al x 7x1 compr. film.",,3 ani,,,,,,06.03.26
W70050001,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/01,Cutie cu blist. OPA-PVC/Al x 10 compr. film.,,3 ani,,,,,,06.03.26
W70050002,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/02,Cutie cu blist. OPA-PVC/Al x 20 compr. film.,,3 ani,,,,,,06.03.26
W70050003,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/03,Cutie cu blist. OPA-PVC/Al x 28 compr. film.,,3 ani,,,,,,06.03.26
W70050004,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/04,Cutie cu blist. OPA-PVC/Al x 30 compr. film.,,3 ani,,,,,,06.03.26
W70050005,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/05,Cutie cu blist. OPA-PVC/Al x 42 compr. film.,,3 ani,,,,,,06.03.26
W70050006,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/06,Cutie cu blist. OPA-PVC/Al x 50 compr. film.,,3 ani,,,,,,06.03.26
W70050007,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/07,Cutie cu blist. OPA-PVC/Al x 98 compr. film.,,3 ani,,,,,,06.03.26
W70050008,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/08,Cutie cu blist. OPA-PVC/Al x 100 compr. film.,,3 ani,,,,,,06.03.26
W70050009,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/09,Cutie cu blist. perforate pt. eliberarea unei unitati dozate OPA-PVC/Al x 5x1 compr. film.,,3 ani,,,,,,06.03.26
