Cod CIM,Denumire comerciala,DCI,Forma farmaceutica,Concentratie,Firma / tara producatoare APP,Firma / tara detinatoare APP,Cod ATC,Actiune terapeutica,Prescriptie,Nr / data ambalaj APP,Ambalaj,Volum ambalaj,Valabilitate ambalaj,Bulina,Diez,Stea,Triunghi,Dreptunghi,Data actualizare
W69800015,ABATIXENT 5 mg,APIXABANUM,COMPR. FILM.,5mg,LEK PHARMACEUTICALS D.D. - SLOVENIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF02,AGENTI ANTITROMBOTICI INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14150/2021/15,Cutie cu blist. unidoza PVC-PVDC/Al x 100x1 compr. film.,,3 ani,,,,,,06.03.26
W69800016,ABATIXENT 5 mg,APIXABANUM,COMPR. FILM.,5mg,LEK PHARMACEUTICALS D.D. - SLOVENIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF02,AGENTI ANTITROMBOTICI INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14150/2021/16,Cutie cu blist. unidoza PVC-PVDC/Al x 168x1 compr. film.,,3 ani,,,,,,06.03.26
W71616001,ABAVALEX 10 mg,BRIVARACETAMUM,COMPR. FILM.,10mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16373/2025/01,Cutie cu blist. PVC-PVdC/Al x 14 compr. film.,,2 ani,,,,,,06.03.26
W71616002,ABAVALEX 10 mg,BRIVARACETAMUM,COMPR. FILM.,10mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16373/2025/02,Cutie cu blist. PVC-PVdC/Al x 20 compr. film.,,2 ani,,,,,,06.03.26
W71616003,ABAVALEX 10 mg,BRIVARACETAMUM,COMPR. FILM.,10mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16373/2025/03,Cutie cu blist. PVC-PVdC/Al x 56 compr. film.,,2 ani,,,,,,06.03.26
W71616004,ABAVALEX 10 mg,BRIVARACETAMUM,COMPR. FILM.,10mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16373/2025/04,Cutie cu blist. PVC-PVdC/Al x 60 compr. film.,,2 ani,,,,,,06.03.26
W71616005,ABAVALEX 10 mg,BRIVARACETAMUM,COMPR. FILM.,10mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16373/2025/05,Cutie cu blist. PVC-PVdC/Al x 70 compr. film.,,2 ani,,,,,,06.03.26
W71616006,ABAVALEX 10 mg,BRIVARACETAMUM,COMPR. FILM.,10mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16373/2025/06,Cutie cu blist. PVC-PVdC/Al x 168 compr. film.,,2 ani,,,,,,06.03.26
W71620001,ABAVALEX 100 mg,BRIVARACETAMUM,COMPR. FILM.,100mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16377/2025/01,Cutie cu blist. PVC-PVdC/Al x 14 compr. film.,,2 ani,,,,,,06.03.26
W71620002,ABAVALEX 100 mg,BRIVARACETAMUM,COMPR. FILM.,100mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16377/2025/02,Cutie cu blist. PVC-PVdC/Al x 20 compr. film.,,2 ani,,,,,,06.03.26
W71620003,ABAVALEX 100 mg,BRIVARACETAMUM,COMPR. FILM.,100mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16377/2025/03,Cutie cu blist. PVC-PVdC/Al x 56 compr. film.,,2 ani,,,,,,06.03.26
W71620004,ABAVALEX 100 mg,BRIVARACETAMUM,COMPR. FILM.,100mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16377/2025/04,Cutie cu blist. PVC-PVdC/Al x 60 compr. film.,,2 ani,,,,,,06.03.26
W71620005,ABAVALEX 100 mg,BRIVARACETAMUM,COMPR. FILM.,100mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16377/2025/05,Cutie cu blist. PVC-PVdC/Al x 70 compr. film.,,2 ani,,,,,,06.03.26
W71620006,ABAVALEX 100 mg,BRIVARACETAMUM,COMPR. FILM.,100mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16377/2025/06,Cutie cu blist. PVC-PVdC/Al x 168 compr. film.,,2 ani,,,,,,06.03.26
W71617001,ABAVALEX 25 mg,BRIVARACETAMUM,COMPR. FILM.,25mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16374/2025/01,Cutie cu blist. PVC-PVdC/Al x 14 compr. film.,,2 ani,,,,,,06.03.26
W71617002,ABAVALEX 25 mg,BRIVARACETAMUM,COMPR. FILM.,25mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16374/2025/02,Cutie cu blist. PVC-PVdC/Al x 20 compr. film.,,2 ani,,,,,,06.03.26
W71617003,ABAVALEX 25 mg,BRIVARACETAMUM,COMPR. FILM.,25mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16374/2025/03,Cutie cu blist. PVC-PVdC/Al x 56 compr. film.,,2 ani,,,,,,06.03.26
W71617004,ABAVALEX 25 mg,BRIVARACETAMUM,COMPR. FILM.,25mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16374/2025/04,Cutie cu blist. PVC-PVdC/Al x 60 compr. film.,,2 ani,,,,,,06.03.26
W71617005,ABAVALEX 25 mg,BRIVARACETAMUM,COMPR. FILM.,25mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16374/2025/05,Cutie cu blist. PVC-PVdC/Al x 70 compr. film.,,2 ani,,,,,,06.03.26
W71617006,ABAVALEX 25 mg,BRIVARACETAMUM,COMPR. FILM.,25mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16374/2025/06,Cutie cu blist. PVC-PVdC/Al x 168 compr. film.,,2 ani,,,,,,06.03.26
W71618001,ABAVALEX 50 mg,BRIVARACETAMUM,COMPR. FILM.,50mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16375/2025/01,Cutie cu blist. PVC-PVdC/Al x 14 compr. film.,,2 ani,,,,,,06.03.26
W71618002,ABAVALEX 50 mg,BRIVARACETAMUM,COMPR. FILM.,50mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16375/2025/02,Cutie cu blist. PVC-PVdC/Al x 20 compr. film.,,2 ani,,,,,,06.03.26
W71618003,ABAVALEX 50 mg,BRIVARACETAMUM,COMPR. FILM.,50mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16375/2025/03,Cutie cu blist. PVC-PVdC/Al x 56 compr. film.,,2 ani,,,,,,06.03.26
W71618004,ABAVALEX 50 mg,BRIVARACETAMUM,COMPR. FILM.,50mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16375/2025/04,Cutie cu blist. PVC-PVdC/Al x 60 compr. film.,,2 ani,,,,,,06.03.26
W71618005,ABAVALEX 50 mg,BRIVARACETAMUM,COMPR. FILM.,50mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16375/2025/05,Cutie cu blist. PVC-PVdC/Al x 70 compr. film.,,2 ani,,,,,,06.03.26
W71618006,ABAVALEX 50 mg,BRIVARACETAMUM,COMPR. FILM.,50mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16375/2025/06,Cutie cu blist. PVC-PVdC/Al x 168 compr. film.,,2 ani,,,,,,06.03.26
W71619001,ABAVALEX 75 mg,BRIVARACETAMUM,COMPR. FILM.,75mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16376/2025/01,Cutie cu blist. PVC-PVdC/Al x 14 compr. film.,,2 ani,,,,,,06.03.26
W71619002,ABAVALEX 75 mg,BRIVARACETAMUM,COMPR. FILM.,75mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16376/2025/02,Cutie cu blist. PVC-PVdC/Al x 20 compr. film.,,2 ani,,,,,,06.03.26
W71619003,ABAVALEX 75 mg,BRIVARACETAMUM,COMPR. FILM.,75mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16376/2025/03,Cutie cu blist. PVC-PVdC/Al x 56 compr. film.,,2 ani,,,,,,06.03.26
W71619004,ABAVALEX 75 mg,BRIVARACETAMUM,COMPR. FILM.,75mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16376/2025/04,Cutie cu blist. PVC-PVdC/Al x 60 compr. film.,,2 ani,,,,,,06.03.26
W71619005,ABAVALEX 75 mg,BRIVARACETAMUM,COMPR. FILM.,75mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16376/2025/05,Cutie cu blist. PVC-PVdC/Al x 70 compr. film.,,2 ani,,,,,,06.03.26
W71619006,ABAVALEX 75 mg,BRIVARACETAMUM,COMPR. FILM.,75mg,G.L. PHARMA GMBH - AUSTRIA,G.L. PHARMA GMBH - AUSTRIA,N03AX23,ANTIEPILEPTICE ALTE ANTIEPILEPTICE,PRF,16376/2025/06,Cutie cu blist. PVC-PVdC/Al x 168 compr. film.,,2 ani,,,,,,06.03.26
W70225001,ABEVMY 25 mg/ml,BEVACIZUMABUM,CONC. PT. SOL. PERF.,25 mg/ml,MCDERMOTT LABORATORIES T/A MYLAN DUBLIN BIOLOGICS - IRLANDA,BIOSIMILAR COLLABORATIONS IRELAND LIMITED - IRLANDA,L01FG01,ANTICORPI MONOCLONALI INHIBITORI VEGF/VEGFR,PR ,1515/2021/01,Cutie cu 1 flac. a 4 ml conc. pt. sol. perf. care contine 100 mg bevacizumab,,30 luni-flac. nedeschis,,,,X,,06.03.26
W70225002,ABEVMY 25 mg/ml,BEVACIZUMABUM,CONC. PT. SOL. PERF.,25 mg/ml,MCDERMOTT LABORATORIES T/A MYLAN DUBLIN BIOLOGICS - IRLANDA,BIOSIMILAR COLLABORATIONS IRELAND LIMITED - IRLANDA,L01FG01,ANTICORPI MONOCLONALI INHIBITORI VEGF/VEGFR,PR ,1515/2021/03,Cutie cu 1 flac. a 16 ml conc. pt. sol. perf. care contine 400 mg de bevacizumab,,30 luni-flac. nedeschis,,,,X,,06.03.26
W65091001,ABILIFY MAINTENA  400mg,ARIPIPRAZOLUM,PULB.+SOLV. PT. SUSP. INJ. CU ELIB. PREL.,400mg,H. LUNDBECK A/S - DANEMARCA,OTSUKA PHARMACEUTICAL NETHERLANDS B.V. - OLANDA,N05AX12,ANTIPSIHOTICE ALTE ANTIPSIHOTICE,PRF,882/2013/02,"Cutie cu 1 fl. cu pulb.,1 fl. de 2 ml cu solv., 1seringa Luer-lock de 3 ml cu ac hypodermic  securizat de calibru 21,de 38 mm preatasat,1seringa jetabila de 3 ml cu vârf Luer-lock,1adaptor pt. flac. si 3 ace hipodermice securizate",,3 ani,,,,X,,06.03.26
W70784001,ABILIFY MAINTENA  960mg,ARIPIPRAZOLUM,SUSP. INJ. CU ELIBERARE PRELUNGITA IN SERINGA PREUMPLUTA,960mg,ELAIAPHARM - FRANTA,OTSUKA PHARMACEUTICAL NETHERLANDS B.V. - OLANDA,N05AX12,ANTIPSIHOTICE ALTE ANTIPSIHOTICE,PRF,882/2013/01,Cutie cu o seringa preumpluta x 960mg si 2 ace sterile cu dispozitiv de siguranta x 960,,3 ani,,,,X,,06.03.26
W67868001,ABIRATERONA DR. REDDY'S 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,"SYNTHON HISPANIA, S.L. - SPANIA",DR. REDDY'S LABORATORIES ROMANIA S.R.L. - ROMANIA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PR,13895/2021/01,Cutie cu blist. PVC-PVDC/Al x 56 compr. film.,,2 ani,,,,,,06.03.26
W67868002,ABIRATERONA DR. REDDY'S 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,"SYNTHON HISPANIA, S.L. - SPANIA",DR. REDDY'S LABORATORIES ROMANIA S.R.L. - ROMANIA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PR,13895/2021/02,Cutie cu blist. unidoza PVC-PVDC/Al x 56x1 compr. film.,,2 ani,,,,,,06.03.26
W67868003,ABIRATERONA DR. REDDY'S 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,"SYNTHON HISPANIA, S.L. - SPANIA",DR. REDDY'S LABORATORIES ROMANIA S.R.L. - ROMANIA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PR,13895/2021/03,Cutie cu blist. PVC-PVDC/Al x 60 compr. film.,,2 ani,,,,,,06.03.26
W67868004,ABIRATERONA DR. REDDY'S 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,"SYNTHON HISPANIA, S.L. - SPANIA",DR. REDDY'S LABORATORIES ROMANIA S.R.L. - ROMANIA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PR,13895/2021/04,Cutie cu blist. unidoza PVC-PVDC/Al x 60x1 compr. film.,,2 ani,,,,,,06.03.26
W67868005,ABIRATERONA DR. REDDY'S 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,"SYNTHON HISPANIA, S.L. - SPANIA",DR. REDDY'S LABORATORIES ROMANIA S.R.L. - ROMANIA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PR,13895/2021/05,Cutie cu 1 flac. PEID x 60 compr. film.,,2 ani,,,,,,06.03.26
W67868006,ABIRATERONA DR. REDDY'S 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,"SYNTHON HISPANIA, S.L. - SPANIA",DR. REDDY'S LABORATORIES ROMANIA S.R.L. - ROMANIA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PR,13895/2021/06,Cutie cu blist. PVC-PVDC/Al x 14 compr. film.,,2 ani,,,,,,06.03.26
W67868007,ABIRATERONA DR. REDDY'S 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,"SYNTHON HISPANIA, S.L. - SPANIA",DR. REDDY'S LABORATORIES ROMANIA S.R.L. - ROMANIA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PR,13895/2021/07,Cutie cu blist. PVC-PVDC/Al x 112 compr. film.,,2 ani,,,,,,06.03.26
W68955001,ABIRATERONA KRKA 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,KRKA D.D. NOVO MESTO - SLOVENIA,"KRKA, D.D., NOVO MESTO - SLOVENIA",L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PRF,1553/2021/01,Cutie cu blist. (PVC/PE/PVDC//Hartie/Al) x 56 comprimate filmate,,2 ani,,,,X,,06.03.26
W68955002,ABIRATERONA KRKA 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,KRKA D.D. NOVO MESTO - SLOVENIA,"KRKA, D.D., NOVO MESTO - SLOVENIA",L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PRF,1553/2021/02,Cutie cu blist. (PVC/PE/PVDC//Hartie/Al) x 60 comprimate filmate,,2 ani,,,,X,,06.03.26
W68955003,ABIRATERONA KRKA 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,KRKA D.D. NOVO MESTO - SLOVENIA,"KRKA, D.D., NOVO MESTO - SLOVENIA",L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PRF,1553/2021/03,Cutie cu blister tip calendar (PVC/PE/PVDC//Hartie/Al) x 56 comprimate filmate,,2 ani,,,,X,,06.03.26
W68018001,ABIRATERONA LANNACHER 250 mg,ABIRATERONUM,COMPR.,250mg,"SYNTHON HISPANIA, S.L. - SPANIA",LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PR,16441/2026/01,"Cutie cu 1 flac. alb, rotund din PEID x 120 compr.",,2 ani,,,,,,06.03.26
W68019001,ABIRATERONA LANNACHER 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,"SYNTHON HISPANIA, S.L. - SPANIA",LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PR,16442/2026/01,Cutie cu blist. PVC-PVDC/Al x 56 compr. film.,,2 ani,,,,,,06.03.26
W68019002,ABIRATERONA LANNACHER 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,"SYNTHON HISPANIA, S.L. - SPANIA",LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PR,16442/2026/02,Cutie cu blist. doze unitare PVC-PVDC/Al x 56x1 compr. film.,,2 ani,,,,,,06.03.26
W68019003,ABIRATERONA LANNACHER 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,"SYNTHON HISPANIA, S.L. - SPANIA",LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PR,16442/2026/03,Cutie cu blist. PVC-PVDC/Al x 60 compr. film.,,2 ani,,,,,,06.03.26
W68019004,ABIRATERONA LANNACHER 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,"SYNTHON HISPANIA, S.L. - SPANIA",LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PR,16442/2026/04,Cutie cu blist. doze unitare PVC-PVDC/Al x 60x1 compr. film.,,2 ani,,,,,,06.03.26
W68019005,ABIRATERONA LANNACHER 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,"SYNTHON HISPANIA, S.L. - SPANIA",LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PR,16442/2026/05,Cutie cu 1 flac. din PEID x 60 compr. film.,,2 ani,,,,,,06.03.26
W71014001,ABIRATERONA MSN 250 mg,ABIRATERONUM,COMPR. FILM.,250mg,PHARMADOX HEALTHCARE LIMITED - MALTA,MSN LABS EUROPE LIMITED - MALTA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PRF,15931/2025/01,Cutie cu blist. PVC-PE-PVdC/Al x 120 compr. film.,,2 ani,,,,,,06.03.26
W71014002,ABIRATERONA MSN 250 mg,ABIRATERONUM,COMPR. FILM.,250mg,PHARMADOX HEALTHCARE LIMITED - MALTA,MSN LABS EUROPE LIMITED - MALTA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PRF,15931/2025/02,Cutie cu blist. perforate pt. elib. unei unitati dozate PVC-PE-PVdC/Al x 120x1 compr. film.,,2 ani,,,,,,06.03.26
W71015001,ABIRATERONA MSN 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,PHARMADOX HEALTHCARE LIMITED - MALTA,MSN LABS EUROPE LIMITED - MALTA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PRF,15932/2025/01,Cutie cu blist. PVC-PE-PVdC/Al x 60 compr. film.,,2 ani,,,,,,06.03.26
W71015002,ABIRATERONA MSN 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,PHARMADOX HEALTHCARE LIMITED - MALTA,MSN LABS EUROPE LIMITED - MALTA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PRF,15932/2025/02,Cutie cu blist. perforate pt. elib. unei unitati dozate PVC-PE-PVdC/Al x 56x1 compr. film.,,2 ani,,,,,,06.03.26
W71015003,ABIRATERONA MSN 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,PHARMADOX HEALTHCARE LIMITED - MALTA,MSN LABS EUROPE LIMITED - MALTA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PRF,15932/2025/03,Cutie cu blist. perforate pt. elib. unei unitati dozate PVC-PE-PVdC/Al x 60x1 compr. film.,,2 ani,,,,,,06.03.26
W71015004,ABIRATERONA MSN 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,PHARMADOX HEALTHCARE LIMITED - MALTA,MSN LABS EUROPE LIMITED - MALTA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PRF,15932/2025/04,Cutie cu blist. perforate pt. elib. unei unitati dozate PVC-PE-PVdC/Al x 112x1 compr. film.,,2 ani,,,,,,06.03.26
W67872001,ABIRATERONA PHARMAZAC 250 mg,ABIRATERONUM,COMPR.,250mg,"SYNTHON HISPANIA, S.L. - SPANIA",PHARMAZAC S.A. - GRECIA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PR,13898/2021/,Cutie cu 1 flac. PEID x 120 compr.,,2 ani,,,,,,06.03.26
W68536001,ABIRATERONA PHARMAZAC 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,"SYNTHON HISPANIA, S.L. - SPANIA",PHARMAZAC S.A. - GRECIA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PR,13899/2021/01,Cutie cu blist. PVC-PVDC/Al x 56 compr. film.,,2 ani,,,,,,06.03.26
W68536002,ABIRATERONA PHARMAZAC 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,"SYNTHON HISPANIA, S.L. - SPANIA",PHARMAZAC S.A. - GRECIA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PR,13899/2021/02,Cutie cu blist. unidoza PVC-PVDC/Al x 56x1 compr. film.,,2 ani,,,,,,06.03.26
W68536003,ABIRATERONA PHARMAZAC 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,"SYNTHON HISPANIA, S.L. - SPANIA",PHARMAZAC S.A. - GRECIA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PR,13899/2021/03,Cutie cu blist. PVC-PVDC/Al x 60 compr. film.,,2 ani,,,,,,06.03.26
W68536004,ABIRATERONA PHARMAZAC 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,"SYNTHON HISPANIA, S.L. - SPANIA",PHARMAZAC S.A. - GRECIA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PR,13899/2021/04,Cutie cu blist. unidoza PVC-PVDC/Al x 60x1 compr. film.,,2 ani,,,,,,06.03.26
W68536005,ABIRATERONA PHARMAZAC 500 mg,ABIRATERONUM,COMPR. FILM.,500mg,"SYNTHON HISPANIA, S.L. - SPANIA",PHARMAZAC S.A. - GRECIA,L02BX03,ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE ALTI ANTAGONISTI HORMONALI SI SUBSTANTE INRUDITE,PR,13899/2021/05,Cutie cu 1 flac. PEID x 60 compr. film.,,2 ani,,,,,,06.03.26
